gazetteer_title,stream_name,tributary_side,primary_county,origin,flow_description,destination_details,additional_data,canvas_fragment,image,current_alphabet_letter
Gazetteer of Surface Waters of Iowa,Krum Creek,Right,Winnebago County,"T. 96 N., R. 10 W.",flows northeast 5 miles through Fort Atkinson into Turkey River,"Turkey River (tributary to the Mississippi) in sec. 8, T. 96 N., R. 9 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=353,1563,2215,53",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Lake Creek,Left,Calhoun County,"T. 89 N., R. 32 W.",flows south 21 miles and southwest 11 miles into Raccoon River,"Raccoon River (tributary through Des Moines River to the Mississippi) in Calhoun County, T. 86 N., R. 34 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=349,1774,2219,50",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Lamelee Creek,Right,Lee County,"sec. 22, T. 66 N., R. 5 W.",flows southeast 4 miles into Mississippi River.,Mississippi River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=351,1985,2220,52",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Lick Creek,Left,Jefferson County,"T. 71 N., R. 11 W.",flows southeast 14 miles into Des Moines River,"Des Moines River (tributary to the Mississippi) in Van Buren County, T. 69 N., R. 10 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=353,2124,2215,53",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Lick Creek,Left,Lee County,"T. 68 N., R. 7 W.",flows south 8 miles into Des Moines River,"Des Moines River (tributary to the Mississippi) in Lee County, sec. 19, T. 67 N., R. 7 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=353,2334,2215,54",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Lime Creek,Left,Buchanan County,"T. 89 N., R. 10 W.",flows south 7½ miles and southwest 7 miles into Cedar River,"Cedar River (tributary through Iowa River to the Mississippi) in Benton County, T. 86 N., R. 10 W.",Rises at altitude 980 feet.,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=353,2546,2218,52",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Lime Creek,Right,Delaware County,"T. 87 N., R. 5 W.",flows east 11 miles into Maquoketa River,"Maquoketa River (tributary to the Mississippi) in T. 87 N., R. 4 W.","Total fall, about 160 feet.","https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=355,2757,2213,51",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Lime Creek,Right,"Freeborn County, Minn.","T. 102 N., R. 23 W.","flows into Winnebago County in T. 100 N., R. 23 W.; flows southwest 17 miles, southeast 11 miles, northeast 6 miles, and southeast 16 miles to Mason City, continuing southeast 15 miles into Shellrock River","Shellrock River (tributary through Cedar River to Iowa River and thus to the Mississippi) in Floyd County, T. 95 N., R. 18 W.","Water power is developed at Fertile, where a 10-foot head creates 60 horsepower.","https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=355,2968,2216,51",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Lindner Creek,Left,Hancock County,"T. 97 N., R. 26 W.",flows southwest 21 miles into East Des Moines River,"East Des Moines River (tributary through Des Moines River to the Mississippi) in Kossuth County, sec. 8, T. 96 N., R. 28 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=355,3387,2220,51",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Lindsey Creek,Right,Clayton County,"T. 90 N., R. 5 W.",flows southeast and south 10 miles into Honey Creek,"Honey Creek (tributary through Volga River to Turkey River and thus to the Mississippi) in Delaware County, T. 89 N., R. 5 W.","Total fall, about 220 feet.","https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=355,3596,2216,52",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Linn Creek,Right,Henry County,"T. 73 N., R. 6 W.",flows south 7 miles into Big Creek,"Big Creek (tributary through Skunk River to the Mississippi) in sec. 29, T. 72 N., R. 6 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=355,3877,2216,50",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Linn Creek,Right,Marshall County,"sec. 6, T. 83 N., R. 20 W.","flows east 20 miles to Marshalltown, thence 2 miles east into Iowa River","into Iowa River (tributary to the Mississippi) in Marshall County, sec. 30, T. 84 N., R. 17 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=485,233,1374,42",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,Linn Hollow Creek,Left,Woodbury County,"sec. 21, T. 86 N., R. 44 W.",flows west 5 miles into Wolf Creek,"into Wolf Creek (tributary through West Fork of Little Sioux River to Little Sioux River, which discharges into the Missouri) in sec. 11, T. 86 N., R. 45 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=73,569,2197,59",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,Little River,Right,Decatur County,"T. 70 N., R. 25 W.",flows south 14 miles and southeast 9 miles into Missouri,"into Missouri through Decatur County, T. 67 N., R. 25 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=72,920,2198,50",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,"Little River, West",Right,Decatur County,"sec. 24, T. 70 N., R. 26 W.",flows south 8½ miles into Little River,"into Little River (tributary to the Missouri) in Decatur County, sec. 31, T. 69 N., R. 25 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=67,1059,2200,50",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,Lizard Creek,Right,Pocahontas County,"T. 93 N., R. 34 W.",flows southeast 51 miles into Des Moines River,"into Des Moines River (tributary to the Mississippi) at Fort Dodge, Webster County, T. 89 N., R. 28 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=67,1267,2203,51",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,"Lizard Creek, North Branch",Right,Pocahontas County,"T. 93 N., R. 33 W.",flows southeast 24 miles into Lizard Creek,"into Lizard Creek (tributary through Des Moines River to the Mississippi) in Pocahontas County, T. 90 N., R. 31 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=64,1469,2204,65",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,"Lizard Creek, South Branch",Right,Pocahontas County,"T. 91 N., R. 33 W.",flows southeast 33 miles and northeast 4 miles into Lizard Creek,"into Lizard Creek (tributary through Des Moines River to the Mississippi) 2 miles west of Fort Dodge in Webster County, T. 89 N., R. 29 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=66,1683,2204,51",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,Locust Creek,Right,Wayne County,"sec. 24, T. 68 N., R. 21 W.","flows southeast 8 miles through sec. 22, T. 67 N., R. 20 W. into the State of Missouri.",into the State of Missouri,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=63,1962,2204,50",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,Lone Tree Creek,Left,Cass County,"T. 76 N., R. 35 W.",flows west 6 miles into Turkey Creek,"into Turkey Creek (tributary to the Mississippi) in T. 75 N., R. 36 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=63,2100,2203,51",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,Lone Tree Creek,Right,Linn County,"T. 84 N., R. 8 W.",flows northeast 4 miles into Cedar River,into Cedar River (tributary through Iowa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=60,2240,2207,50",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,Long Branch,Right,Guthrie County,"sec. 29, T. 78 N., R. 30 W.",flows northeast 6 miles into South Raccoon River,"into South Raccoon River (tributary through Raccoon River to Des Moines River and thus to the Mississippi) in Guthrie County, sec. 12, T. 78 N., R. 30 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=59,2378,2204,51",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,Long Branch,Left,Marion County,"T. 74 N., R. 21 W.",flows northeast 7½ miles into English Creek,"into English Creek (tributary through Des Moines River to the Mississippi) in Marion County, sec. 17, T. 74 N., R. 20 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=59,2657,2208,51",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,Long Creek,Left,Clarke County,"T. 72 N., R. 27 W.",flows 21½ miles south into Grand River,"into Grand River (tributary to the Missouri) in Decatur County, T. 69 N., R. 26 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=59,2865,2204,52",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,Long Creek,Left,Des Moines County,"sec. 10, T. 70 N., R. 4 W.",flows south 11 miles into Skunk River,"into Skunk River (tributary to the Mississippi) in Des Moines County, T. 69 N., R. 3 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=60,3066,2194,59",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,Long Creek,Right,Washington County,"formed in Washington County, T. 75 N., R. 6 W., by the union of North and South forks",flows southeast 32½ miles into Iowa River,"into Iowa River (tributary to the Mississippi) in Louisa County, T. 74 N., R. 4 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=59,3284,2202,48",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,"Long Creek, North Branch",Left,Washington County,"sec. 18, T. 76 N., R. 7 W.",flows southeast 14½ miles into Long Creek,"into Long Creek (tributary through Iowa River to the Mississippi) in junction with South Branch in Washington County, sec. 26, T. 75 N., R. 6 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=59,3491,2194,50",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,"Long Creek, South Branch",Right,Washington County,"sec. 26, T. 76 N., R. 8 W.",flows southeast 12 miles into Long Creek,"into Long Creek (tributary through Iowa River to the Mississippi) in junction with North Branch in sec. 26, T. 75 N., R. 6 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031#xywh=58,3762,2195,61",0031_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0031.jpg,K
Gazetteer of Surface Waters of Iowa,Long Dick Creek,Left,Hamilton County,"sec. 8, T. 87 N., R. 23 W.","flows south 18 miles into Skunk River (tributary to the Mississippi) in Story County, T. 85 N., R. 23 W.",Skunk River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032#xywh=371,328,2206,52",0032_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032.jpg,L
Gazetteer of Surface Waters of Iowa,Lost Creek,Right,Lee County,"T. 69 N., R. 5 W.","flows southeast 18 miles into Mississippi River in Lee County, T. 68 N., R. 3 W.",Mississippi River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032#xywh=367,539,2210,50",0032_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032.jpg,L
Gazetteer of Surface Waters of Iowa,Lost Creek,Left,Mahaska County,"sec. 3, T. 77 N., R. 14 W.","flows southwest 6 miles into North Skunk River (tributary through Skunk River to the Mississippi) in sec. 76 N., R. 14 W.",North Skunk River (tributary through Skunk River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032#xywh=367,677,2213,50",0032_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032.jpg,L
Gazetteer of Surface Waters of Iowa,Lost Creek,Left,Mahaska County,"sec. 21, T. 74 N., R. 15 W.",flows southwest 4 miles into Muchakinok Creek (tributary through Des Moines River to the Mississippi).,Muchakinok Creek (tributary through Des Moines River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032#xywh=365,885,2219,54",0032_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032.jpg,L
Gazetteer of Surface Waters of Iowa,Lost Creek,Right,Scott County,"sec. 17, T. 79 N., R. 4 E.","flows northeast 15 miles into Wapsipinicon River (tributary to the Mississippi) in T. 80 N., R. 5 E.",Wapsipinicon River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032#xywh=364,1098,2229,51",0032_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032.jpg,L
Gazetteer of Surface Waters of Iowa,Lotts Creek,Right,Kossuth County,"T. 97 N., R. 30 W.","flows south 18 miles and southeast 18 miles into East Des Moines River (tributary through Des Moines River to the Mississippi) in Humboldt County, T. 93 N., R. 28 W.",East Des Moines River (tributary through Des Moines River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032#xywh=364,1307,2220,50",0032_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032.jpg,L
Gazetteer of Surface Waters of Iowa,Lotts Creek,Left,Ringgold County,"T. 70 N., R. 28 W.","flows south 20 miles through Ringgold County into the State of Missouri, T. 67 N., R. 29 W.",State of Missouri,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032#xywh=365,1511,2219,60",0032_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032.jpg,L
Gazetteer of Surface Waters of Iowa,Lutes Creek,Right,Jasper County,"T. 81 N., R. 17 W.","flows north 7 miles into Timber Creek (tributary through Iowa River to the Mississippi) in Marshall County, sec. 6, T. 82 N., R. 17 W.",Timber Creek (tributary through Iowa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032#xywh=364,1655,2218,50",0032_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032.jpg,L
Gazetteer of Surface Waters of Iowa,Lyons Creek,Left,Hamilton County,"sec. 8, T. 89 N., R. 24 W.","flows southwest 7 miles into Boone River (tributary through Des Moines River to the Mississippi) at Webster City, Hamilton County, T. 88 N., R. 25 W.",Boone River (tributary through Des Moines River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032#xywh=364,1857,2220,51",0032_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032.jpg,L
Gazetteer of Surface Waters of Iowa,Lytle Creek,Left,Dubuque County,"T. 88 N., R. 3 E.","flows southwest 7 miles and south 12 miles into North Fork of Maquoketa River (tributary through Maquoketa River to the Mississippi) in Jackson County, T. 85 N., R. 2 E.",North Fork of Maquoketa River (tributary through Maquoketa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032#xywh=364,2056,2216,50",0032_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032.jpg,L
Gazetteer of Surface Waters of Iowa,Mad Creek,Right,Muscatine County,"sec. 1, T. 77 N., R. 2 W.","flows south 5½ miles into Mississippi River in Muscatine County, T. 77 N., R. 2 W.",Mississippi River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032#xywh=362,2254,2218,52",0032_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0032.jpg,L
